1.00000E-03, 4.816E+03, 4.804E+03, 6.220E+00,
1.15026E-03, 3.619E+03, 3.607E+03, 0.0,
1.32310E-03, 2.704E+03, 2.693E+03, 0.0,
1.34073E-03, 2.639E+03, 2.628E+03, 0.0,
1.35860E-03, 2.567E+03, 2.556E+03, 0.0,
1.50000E-03, 2.088E+03, 2.078E+03, 0.0,
1.52650E-03, 2.012E+03, 2.002E+03, 0.0,
1.67543E-03, 1.646E+03, 1.636E+03, 0.0,
1.83890E-03, 1.339E+03, 1.330E+03, 0.0,
2.00000E-03, 1.316E+03, 1.298E+03, 0.0,
2.48400E-03, 8.026E+02, 7.897E+02, 0.0,
2.53429E-03, 1.488E+03, 1.451E+03, 0.0,
2.58560E-03, 1.641E+03, 1.600E+03, 0.0,
3.00000E-03, 1.596E+03, 1.555E+03, 0.0,
3.06640E-03, 1.508E+03, 1.469E+03, 0.0,
3.30130E-03, 1.440E+03, 1.404E+03, 0.0,
3.55420E-03, 1.199E+03, 1.170E+03, 0.0,
3.69948E-03, 1.150E+03, 1.122E+03, 0.0,
3.85070E-03, 1.045E+03, 1.020E+03, 0.0,
4.00000E-03, 9.945E+02, 9.709E+02, 0.0,
4.96640E-03, 5.875E+02, 5.733E+02, 0.0,
5.00000E-03, 5.828E+02, 5.678E+02, 0.0,
6.00000E-03, 3.715E+02, 3.612E+02, 0.0,
8.00000E-03, 1.808E+02, 1.744E+02, 0.0,
1.00000E-02, 1.029E+02, 9.821E+01, 0.0,
1.18667E-02, 6.666E+01, 6.288E+01, 0.0,
1.24372E-02, 6.625E+01, 5.580E+01, 0.0,
1.30352E-02, 5.288E+01, 4.937E+01, 0.0,
1.50000E-02, 8.557E+01, 6.991E+01, 0.0,
1.52000E-02, 8.266E+01, 6.766E+01, 0.0,
1.55269E-02, 1.080E+02, 8.279E+01, 0.0,
1.58608E-02, 1.025E+02, 7.888E+01, 0.0,
2.00000E-02, 6.568E+01, 5.252E+01, 0.0,
3.00000E-02, 2.305E+01, 1.927E+01, 0.0,
4.00000E-02, 1.093E+01, 9.198E+00, 0.0,
5.00000E-02, 6.134E+00, 5.118E+00, 0.0,
6.00000E-02, 3.843E+00, 3.152E+00, 0.0,
8.00000E-02, 1.869E+00, 1.458E+00, 0.0,
8.80045E-02, 1.483E+00, 1.129E+00, 0.0,
1.00000E-01, 4.216E+00, 1.498E+00, 0.0,
1.50000E-01, 1.550E+00, 8.042E-01, 0.0,
2.00000E-01, 7.820E-01, 4.508E-01, 0.0,
3.00000E-01, 3.297E-01, 1.934E-01, 0.0,
4.00000E-01, 1.984E-01, 1.114E-01, 0.0,
5.00000E-01, 1.429E-01, 7.676E-02, 0.0,
6.00000E-01, 1.138E-01, 5.918E-02, 0.0,
8.00000E-01, 8.421E-02, 4.246E-02, 0.0,
1.00000E+00, 6.914E-02, 3.468E-02, 0.0,
1.25000E+00, 5.826E-02, 2.931E-02, 0.0,
1.50000E+00, 5.208E-02, 2.636E-02, 0.0,
2.00000E+00, 4.568E-02, 2.373E-02, 0.0,
3.00000E+00, 4.082E-02, 2.281E-02, 0.0,
4.00000E+00, 3.938E-02, 2.343E-02, 0.0,
5.00000E+00, 3.919E-02, 2.439E-02, 0.0,
6.00000E+00, 3.958E-02, 2.540E-02, 0.0,
8.00000E+00, 4.108E-02, 2.724E-02, 0.0,
1.00000E+01, 4.295E-02, 2.878E-02, 0.0,
1.50000E+01, 4.768E-02, 3.137E-02, 0.0,
2.00000E+01, 5.165E-02, 3.257E-02, 0.0,
